ts,memory_used_mib,memory_free_mib,utilization_gpu_pct,power_w,temperature_c,error
1786935876.6126275,3.0,24213.0,100.0,79.39,60.0,
1786935877.633899,394.0,23823.0,0.0,74.85,59.0,
1786935878.6561463,394.0,23823.0,0.0,67.2,58.0,
1786935879.6776605,16796.0,7421.0,94.0,62.14,58.0,
1786935880.7009292,16796.0,7421.0,95.0,74.22,58.0,
1786935881.7263012,21116.0,3101.0,0.0,72.7,57.0,
1786935882.750734,22042.0,2175.0,0.0,86.7,57.0,
1786935883.7728448,22064.0,2153.0,97.0,131.39,70.0,
1786935884.794319,22072.0,2145.0,90.0,431.22,74.0,
1786935885.8171325,22072.0,2145.0,100.0,438.38,70.0,
1786935886.8335426,22072.0,2145.0,90.0,434.9,75.0,
1786935887.8923907,22072.0,2145.0,100.0,434.89,76.0,
1786935888.9104087,22072.0,2145.0,90.0,438.0,77.0,
1786935889.9303772,22072.0,2145.0,100.0,443.96,71.0,
1786935890.9499936,22072.0,2145.0,90.0,432.79,77.0,
1786935891.970954,22072.0,2145.0,100.0,441.2,78.0,
1786935892.9903703,22072.0,2145.0,100.0,440.21,78.0,
1786935894.0515528,22072.0,2145.0,100.0,424.38,78.0,
1786935895.0704165,22072.0,2145.0,94.0,429.65,78.0,
1786935896.090046,22072.0,2145.0,90.0,433.86,79.0,
1786935897.110133,22072.0,2145.0,90.0,438.83,79.0,
1786935898.1301844,22072.0,2145.0,90.0,436.12,77.0,
1786935899.150218,22072.0,2145.0,100.0,436.74,78.0,
1786935900.1706011,22072.0,2145.0,100.0,434.98,74.0,
1786935901.190284,22072.0,2145.0,96.0,434.96,79.0,
1786935902.2103672,22072.0,2145.0,90.0,435.52,79.0,
1786935903.2304132,22072.0,2145.0,90.0,429.49,80.0,
1786935904.2671006,22072.0,2145.0,100.0,432.94,80.0,
1786935905.327314,22072.0,2145.0,99.0,432.74,77.0,
1786935906.34663,22072.0,2145.0,100.0,432.09,80.0,
1786935907.3666918,22072.0,2145.0,99.0,431.95,80.0,
1786935908.3865132,22072.0,2145.0,97.0,433.12,80.0,
1786935909.4463623,22072.0,2145.0,90.0,430.77,80.0,
1786935910.503801,22072.0,2145.0,99.0,444.47,74.0,
1786935911.5231938,22072.0,2145.0,100.0,430.59,81.0,
1786935912.5435588,22076.0,2141.0,79.0,348.92,74.0,
1786935913.5634806,22076.0,2141.0,97.0,265.46,71.0,
1786935914.5836902,22076.0,2141.0,46.0,237.07,65.0,
1786935915.603697,22076.0,2141.0,85.0,325.84,74.0,
1786935916.6240497,22076.0,2141.0,82.0,368.27,74.0,
1786935917.6446657,22076.0,2141.0,81.0,365.18,74.0,
