ts,memory_used_mib,memory_free_mib,utilization_gpu_pct,power_w,temperature_c,error
1786934679.9246955,3.0,24213.0,5.0,37.49,41.0,
1786934680.9453135,394.0,23823.0,0.0,65.71,41.0,
1786934681.9694734,394.0,23823.0,0.0,57.96,41.0,
1786934682.9915533,16796.0,7421.0,96.0,56.85,41.0,
1786934684.0111969,16796.0,7421.0,97.0,67.3,41.0,
1786934685.0325112,18386.0,5831.0,0.0,73.03,43.0,
1786934686.0537517,18546.0,5671.0,0.0,79.77,42.0,
1786934687.0754783,18568.0,5649.0,61.0,130.78,52.0,
