ts,memory_used_mib,memory_free_mib,utilization_gpu_pct,power_w,temperature_c,error
1786935848.5359473,3.0,24213.0,0.0,62.75,53.0,
1786935849.555915,394.0,23823.0,0.0,68.56,53.0,
1786935850.5769362,394.0,23823.0,0.0,58.11,53.0,
1786935851.5971544,16796.0,7421.0,97.0,59.5,53.0,
1786935852.6172674,16796.0,7421.0,95.0,69.13,53.0,
1786935853.638721,19868.0,4349.0,1.0,69.26,57.0,
1786935854.6622453,20566.0,3651.0,0.0,83.28,53.0,
1786935855.7000759,20588.0,3629.0,100.0,165.34,67.0,
1786935856.7196996,20596.0,3621.0,100.0,439.14,71.0,
1786935857.7419548,20596.0,3621.0,100.0,424.98,71.0,
1786935858.7639503,20596.0,3621.0,100.0,442.99,73.0,
1786935859.7848191,20596.0,3621.0,100.0,441.15,72.0,
1786935860.8055305,20596.0,3621.0,100.0,443.64,69.0,
1786935861.8329868,20596.0,3621.0,84.0,427.66,74.0,
1786935862.8548353,20596.0,3621.0,94.0,443.44,75.0,
1786935863.8761199,20596.0,3621.0,100.0,442.56,74.0,
1786935864.896657,20596.0,3621.0,100.0,443.42,76.0,
1786935865.9177413,20596.0,3621.0,100.0,442.0,75.0,
1786935866.9404387,20596.0,3621.0,100.0,440.0,76.0,
1786935867.9616525,20596.0,3621.0,100.0,441.26,76.0,
1786935868.9858677,20596.0,3621.0,100.0,441.35,75.0,
1786935870.0543535,20596.0,3621.0,100.0,419.46,70.0,
1786935871.1008222,20596.0,3621.0,100.0,419.04,75.0,
1786935872.1226008,20596.0,3621.0,100.0,424.35,74.0,
1786935873.1503234,20600.0,3617.0,85.0,352.21,71.0,
1786935874.1796882,20600.0,3617.0,78.0,273.36,70.0,
1786935875.2016435,20600.0,3617.0,67.0,263.46,70.0,
