timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/04/07 04:00:51.145, 0 %, 0 %, 21446 MiB, 24564 MiB, 91.36 W
2026/04/07 04:00:52.146, 95 %, 41 %, 21462 MiB, 24564 MiB, 146.66 W
2026/04/07 04:00:53.146, 96 %, 40 %, 21462 MiB, 24564 MiB, 431.94 W
2026/04/07 04:00:54.146, 95 %, 40 %, 21468 MiB, 24564 MiB, 435.68 W
2026/04/07 04:00:55.147, 87 %, 32 %, 21478 MiB, 24564 MiB, 422.87 W
2026/04/07 04:00:56.147, 95 %, 38 %, 21488 MiB, 24564 MiB, 420.97 W
2026/04/07 04:00:57.147, 95 %, 37 %, 21496 MiB, 24564 MiB, 432.59 W
2026/04/07 04:00:58.148, 95 %, 37 %, 21506 MiB, 24564 MiB, 432.98 W
2026/04/07 04:00:59.148, 97 %, 38 %, 21514 MiB, 24564 MiB, 424.19 W
2026/04/07 04:01:00.148, 94 %, 36 %, 21522 MiB, 24564 MiB, 430.21 W
2026/04/07 04:01:01.149, 94 %, 36 %, 21530 MiB, 24564 MiB, 430.01 W
2026/04/07 04:01:02.149, 94 %, 35 %, 21538 MiB, 24564 MiB, 429.47 W
2026/04/07 04:01:03.149, 94 %, 35 %, 21546 MiB, 24564 MiB, 416.75 W
2026/04/07 04:01:04.150, 94 %, 34 %, 21554 MiB, 24564 MiB, 426.52 W
2026/04/07 04:01:05.150, 94 %, 34 %, 21562 MiB, 24564 MiB, 429.02 W
2026/04/07 04:01:06.150, 94 %, 33 %, 21570 MiB, 24564 MiB, 430.22 W
2026/04/07 04:01:07.151, 100 %, 37 %, 21578 MiB, 24564 MiB, 419.61 W
2026/04/07 04:01:08.158, 93 %, 33 %, 21584 MiB, 24564 MiB, 427.75 W
2026/04/07 04:01:09.159, 93 %, 32 %, 21592 MiB, 24564 MiB, 421.42 W
2026/04/07 04:01:10.159, 100 %, 36 %, 21600 MiB, 24564 MiB, 426.18 W
2026/04/07 04:01:11.159, 86 %, 26 %, 21606 MiB, 24564 MiB, 417.15 W
2026/04/07 04:01:12.160, 100 %, 36 %, 21614 MiB, 24564 MiB, 430.62 W
2026/04/07 04:01:13.160, 93 %, 31 %, 21620 MiB, 24564 MiB, 425.49 W
2026/04/07 04:01:14.160, 100 %, 35 %, 21628 MiB, 24564 MiB, 433.54 W
2026/04/07 04:01:15.161, 93 %, 30 %, 21634 MiB, 24564 MiB, 415.73 W
2026/04/07 04:01:16.161, 100 %, 35 %, 21640 MiB, 24564 MiB, 412.30 W
2026/04/07 04:01:17.161, 100 %, 35 %, 21648 MiB, 24564 MiB, 420.78 W
2026/04/07 04:01:18.162, 92 %, 29 %, 21654 MiB, 24564 MiB, 429.38 W
2026/04/07 04:01:19.162, 92 %, 29 %, 21660 MiB, 24564 MiB, 419.40 W
2026/04/07 04:01:20.162, 87 %, 30 %, 21666 MiB, 24564 MiB, 419.13 W
2026/04/07 04:01:21.163, 100 %, 34 %, 21672 MiB, 24564 MiB, 416.08 W
2026/04/07 04:01:22.163, 100 %, 33 %, 21680 MiB, 24564 MiB, 427.04 W
2026/04/07 04:01:23.163, 93 %, 30 %, 21686 MiB, 24564 MiB, 423.99 W
2026/04/07 04:01:24.164, 92 %, 28 %, 21692 MiB, 24564 MiB, 412.50 W
2026/04/07 04:01:25.165, 92 %, 28 %, 21698 MiB, 24564 MiB, 415.71 W
2026/04/07 04:01:26.165, 91 %, 28 %, 21704 MiB, 24564 MiB, 405.06 W
2026/04/07 04:01:27.166, 91 %, 27 %, 21710 MiB, 24564 MiB, 407.08 W
2026/04/07 04:01:28.166, 87 %, 26 %, 21716 MiB, 24564 MiB, 418.78 W
2026/04/07 04:01:29.166, 91 %, 26 %, 21722 MiB, 24564 MiB, 412.23 W
2026/04/07 04:01:30.166, 93 %, 30 %, 21728 MiB, 24564 MiB, 418.55 W
2026/04/07 04:01:31.184, 100 %, 33 %, 21734 MiB, 24564 MiB, 421.60 W
2026/04/07 04:01:32.184, 100 %, 32 %, 21738 MiB, 24564 MiB, 409.35 W
2026/04/07 04:01:33.185, 99 %, 29 %, 21744 MiB, 24564 MiB, 422.53 W
2026/04/07 04:01:34.185, 88 %, 25 %, 21750 MiB, 24564 MiB, 420.71 W
2026/04/07 04:01:35.185, 91 %, 26 %, 21756 MiB, 24564 MiB, 424.95 W
2026/04/07 04:01:36.186, 92 %, 27 %, 21762 MiB, 24564 MiB, 413.54 W
2026/04/07 04:01:37.186, 100 %, 32 %, 21766 MiB, 24564 MiB, 412.93 W
2026/04/07 04:01:38.186, 91 %, 26 %, 21772 MiB, 24564 MiB, 421.93 W
2026/04/07 04:01:39.187, 91 %, 25 %, 21778 MiB, 24564 MiB, 419.10 W
2026/04/07 04:01:40.187, 96 %, 30 %, 21784 MiB, 24564 MiB, 421.33 W
2026/04/07 04:01:41.187, 100 %, 31 %, 21788 MiB, 24564 MiB, 421.63 W
2026/04/07 04:01:42.188, 90 %, 25 %, 21794 MiB, 24564 MiB, 416.59 W
2026/04/07 04:01:43.188, 100 %, 32 %, 21800 MiB, 24564 MiB, 424.04 W
2026/04/07 04:01:44.188, 99 %, 31 %, 21804 MiB, 24564 MiB, 419.18 W
2026/04/07 04:01:45.189, 90 %, 25 %, 21810 MiB, 24564 MiB, 417.81 W
2026/04/07 04:01:46.189, 100 %, 32 %, 21816 MiB, 24564 MiB, 417.08 W
2026/04/07 04:01:47.189, 90 %, 25 %, 21820 MiB, 24564 MiB, 419.24 W
2026/04/07 04:01:48.189, 93 %, 29 %, 21826 MiB, 24564 MiB, 428.23 W
2026/04/07 04:01:49.190, 84 %, 21 %, 21830 MiB, 24564 MiB, 401.43 W
2026/04/07 04:01:50.190, 100 %, 30 %, 21836 MiB, 24564 MiB, 418.15 W
2026/04/07 04:01:51.198, 78 %, 21 %, 21840 MiB, 24564 MiB, 392.69 W
2026/04/07 04:01:52.198, 91 %, 28 %, 21844 MiB, 24564 MiB, 418.60 W
2026/04/07 04:01:53.199, 97 %, 30 %, 21850 MiB, 24564 MiB, 419.14 W
2026/04/07 04:01:54.210, 80 %, 21 %, 21854 MiB, 24564 MiB, 400.24 W
2026/04/07 04:01:55.211, 100 %, 30 %, 21860 MiB, 24564 MiB, 421.31 W
2026/04/07 04:01:56.236, 91 %, 24 %, 21864 MiB, 24564 MiB, 400.58 W
2026/04/07 04:01:57.236, 93 %, 24 %, 21868 MiB, 24564 MiB, 424.81 W
2026/04/07 04:01:58.237, 100 %, 30 %, 21874 MiB, 24564 MiB, 404.38 W
2026/04/07 04:01:59.243, 86 %, 23 %, 21878 MiB, 24564 MiB, 410.51 W
2026/04/07 04:02:00.243, 100 %, 31 %, 21884 MiB, 24564 MiB, 417.22 W
2026/04/07 04:02:01.277, 96 %, 28 %, 21888 MiB, 24564 MiB, 411.50 W
2026/04/07 04:02:02.278, 100 %, 31 %, 21892 MiB, 24564 MiB, 416.19 W
2026/04/07 04:02:03.278, 100 %, 29 %, 21898 MiB, 24564 MiB, 418.54 W
2026/04/07 04:02:04.283, 100 %, 29 %, 21902 MiB, 24564 MiB, 397.13 W
2026/04/07 04:02:05.284, 76 %, 18 %, 21906 MiB, 24564 MiB, 404.92 W
2026/04/07 04:02:06.284, 98 %, 29 %, 21910 MiB, 24564 MiB, 428.87 W
2026/04/07 04:02:07.284, 100 %, 30 %, 21916 MiB, 24564 MiB, 415.66 W
2026/04/07 04:02:08.285, 90 %, 23 %, 21920 MiB, 24564 MiB, 403.01 W
2026/04/07 04:02:09.285, 89 %, 22 %, 21924 MiB, 24564 MiB, 419.27 W
2026/04/07 04:02:10.285, 100 %, 29 %, 21928 MiB, 24564 MiB, 412.29 W
2026/04/07 04:02:11.286, 100 %, 30 %, 21934 MiB, 24564 MiB, 402.72 W
2026/04/07 04:02:12.286, 100 %, 30 %, 21938 MiB, 24564 MiB, 397.12 W
2026/04/07 04:02:13.286, 88 %, 22 %, 21942 MiB, 24564 MiB, 408.64 W
2026/04/07 04:02:14.287, 100 %, 29 %, 21946 MiB, 24564 MiB, 423.63 W
2026/04/07 04:02:15.287, 89 %, 23 %, 21952 MiB, 24564 MiB, 424.33 W
2026/04/07 04:02:16.287, 88 %, 22 %, 21956 MiB, 24564 MiB, 404.92 W
2026/04/07 04:02:17.288, 100 %, 30 %, 21960 MiB, 24564 MiB, 401.17 W
2026/04/07 04:02:18.288, 88 %, 21 %, 21964 MiB, 24564 MiB, 403.41 W
2026/04/07 04:02:19.288, 88 %, 22 %, 21968 MiB, 24564 MiB, 425.14 W
2026/04/07 04:02:20.289, 100 %, 29 %, 21972 MiB, 24564 MiB, 417.08 W
2026/04/07 04:02:21.289, 100 %, 29 %, 21976 MiB, 24564 MiB, 414.91 W
2026/04/07 04:02:22.289, 100 %, 29 %, 21982 MiB, 24564 MiB, 421.73 W
2026/04/07 04:02:23.322, 88 %, 21 %, 21986 MiB, 24564 MiB, 403.10 W
2026/04/07 04:02:24.322, 82 %, 17 %, 21990 MiB, 24564 MiB, 405.15 W
2026/04/07 04:02:25.323, 89 %, 24 %, 21994 MiB, 24564 MiB, 384.98 W
2026/04/07 04:02:26.323, 89 %, 21 %, 21998 MiB, 24564 MiB, 417.36 W
2026/04/07 04:02:27.323, 100 %, 28 %, 22002 MiB, 24564 MiB, 415.12 W
2026/04/07 04:02:28.324, 100 %, 29 %, 22006 MiB, 24564 MiB, 420.22 W
2026/04/07 04:02:29.324, 100 %, 29 %, 22010 MiB, 24564 MiB, 414.07 W
2026/04/07 04:02:30.324, 100 %, 29 %, 22014 MiB, 24564 MiB, 419.10 W
2026/04/07 04:02:31.325, 87 %, 21 %, 22018 MiB, 24564 MiB, 412.25 W
2026/04/07 04:02:32.325, 100 %, 28 %, 22022 MiB, 24564 MiB, 406.27 W
