ts,memory_used_mib,memory_free_mib,utilization_gpu_pct,power_w,temperature_c,error
1786935964.5300884,3.0,24213.0,100.0,85.09,64.0,
1786935965.551677,394.0,23823.0,0.0,79.58,63.0,
1786935966.5732315,394.0,23823.0,0.0,75.19,62.0,
1786935967.5938482,16796.0,7421.0,96.0,65.37,62.0,
1786935968.648681,16796.0,7421.0,96.0,81.03,62.0,
1786935969.6699095,22364.0,1853.0,0.0,79.73,61.0,
1786935970.698866,23518.0,699.0,0.0,92.8,61.0,
1786935971.7253208,23540.0,677.0,81.0,118.48,72.0,
1786935972.7460392,23548.0,669.0,90.0,426.32,76.0,
1786935973.768219,23548.0,669.0,100.0,437.33,78.0,
1786935974.7887826,23548.0,669.0,90.0,434.2,79.0,
1786935975.8107343,23548.0,669.0,100.0,434.3,79.0,
1786935976.8455336,23548.0,669.0,94.0,437.46,80.0,
1786935977.8882616,23548.0,669.0,90.0,441.44,80.0,
1786935978.9099855,23548.0,669.0,100.0,441.82,79.0,
1786935979.9369483,23548.0,669.0,90.0,433.3,80.0,
1786935980.9580078,23548.0,669.0,100.0,440.27,81.0,
1786935981.9804838,23548.0,669.0,100.0,440.06,81.0,
1786935983.0025363,23548.0,669.0,100.0,438.05,75.0,
1786935984.0470822,23548.0,669.0,100.0,423.78,81.0,
1786935985.1050417,23548.0,669.0,100.0,435.94,81.0,
1786935986.1260717,23548.0,669.0,90.0,438.19,81.0,
1786935987.1497316,23548.0,669.0,90.0,436.93,81.0,
1786935988.1732202,23548.0,669.0,90.0,437.27,81.0,
1786935989.2216702,23548.0,669.0,90.0,434.2,82.0,
1786935990.236939,23548.0,669.0,94.0,434.63,81.0,
1786935991.2601337,23548.0,669.0,100.0,428.98,81.0,
1786935992.2791934,23548.0,669.0,100.0,433.56,77.0,
1786935993.29851,23548.0,669.0,100.0,434.4,82.0,
1786935994.3181696,23548.0,669.0,100.0,433.3,82.0,
1786935995.3384297,23548.0,669.0,97.0,433.45,82.0,
1786935996.358582,23548.0,669.0,90.0,428.11,82.0,
1786935997.3783252,23548.0,669.0,100.0,431.38,83.0,
1786935998.398479,23548.0,669.0,100.0,433.7,82.0,
1786935999.4185543,23548.0,669.0,90.0,427.33,82.0,
1786936000.4361513,23548.0,669.0,100.0,439.58,76.0,
1786936001.4561043,23548.0,669.0,100.0,427.68,82.0,
1786936002.4756627,23548.0,669.0,90.0,428.78,83.0,
1786936003.495767,23548.0,669.0,100.0,445.68,77.0,
1786936004.5142279,23548.0,669.0,100.0,427.66,83.0,
1786936005.5381892,23548.0,669.0,90.0,425.49,83.0,
1786936006.5585723,23548.0,669.0,100.0,429.17,83.0,
1786936007.5786464,23548.0,669.0,90.0,432.89,83.0,
1786936008.5987988,23548.0,669.0,100.0,439.69,83.0,
1786936009.6189895,23548.0,669.0,90.0,429.56,83.0,
1786936010.6375844,23548.0,669.0,100.0,440.41,83.0,
1786936011.6587017,23548.0,669.0,90.0,425.83,83.0,
1786936012.6799135,23548.0,669.0,100.0,417.14,71.0,
1786936013.7142413,23552.0,665.0,36.0,327.84,70.0,
1786936014.7350554,23552.0,665.0,61.0,208.18,74.0,
1786936015.7551591,23552.0,665.0,41.0,214.56,67.0,
