ts,memory_used_mib,memory_free_mib,utilization_gpu_pct,power_w,temperature_c,error
1786935555.7182972,18886.0,5331.0,80.0,378.52,77.0,
1786935556.7335606,18886.0,5331.0,82.0,384.52,77.0,
1786935557.754001,18886.0,5331.0,80.0,271.1,76.0,
1786935558.7742863,18886.0,5331.0,89.0,349.22,76.0,
1786935559.794076,18886.0,5331.0,80.0,351.71,75.0,
1786935560.8143008,18886.0,5331.0,74.0,357.88,77.0,
1786935561.834443,18886.0,5331.0,84.0,346.48,75.0,
1786935562.8544083,18886.0,5331.0,80.0,277.08,76.0,
1786935563.874478,18886.0,5331.0,78.0,355.54,75.0,
1786935564.895289,18886.0,5331.0,79.0,341.69,74.0,
1786935565.9153168,18886.0,5331.0,83.0,335.42,78.0,
1786935566.9356256,18886.0,5331.0,79.0,358.87,75.0,
1786935567.9554186,18886.0,5331.0,77.0,353.11,76.0,
1786935568.97537,18886.0,5331.0,85.0,354.42,77.0,
1786935570.0002277,18886.0,5331.0,85.0,360.57,75.0,
1786935571.021126,18886.0,5331.0,85.0,352.5,76.0,
1786935572.041274,18886.0,5331.0,85.0,354.49,77.0,
1786935573.0677762,18886.0,5331.0,81.0,363.11,76.0,
1786935574.087347,18886.0,5331.0,79.0,364.17,77.0,
1786935575.1072185,18886.0,5331.0,80.0,346.88,76.0,
1786935576.127213,18886.0,5331.0,85.0,361.69,76.0,
1786935577.1472042,18886.0,5331.0,85.0,364.24,76.0,
1786935578.1673229,18886.0,5331.0,83.0,357.42,75.0,
1786935579.1873615,18886.0,5331.0,85.0,368.81,77.0,
1786935580.2074947,18886.0,5331.0,77.0,279.96,76.0,
1786935581.2279425,18886.0,5331.0,83.0,351.3,76.0,
1786935582.2482498,18886.0,5331.0,81.0,354.61,74.0,
1786935583.2688406,18886.0,5331.0,87.0,360.53,79.0,
1786935584.288887,18886.0,5331.0,84.0,360.38,78.0,
1786935585.3097303,18886.0,5331.0,78.0,361.34,74.0,
1786935586.3358445,18886.0,5331.0,86.0,355.14,77.0,
1786935587.3578985,18886.0,5331.0,82.0,370.95,79.0,
1786935588.3792944,18886.0,5331.0,88.0,409.56,80.0,
1786935589.4002318,18886.0,5331.0,82.0,382.73,79.0,
1786935590.420962,18886.0,5331.0,79.0,357.62,74.0,
1786935591.4409976,18886.0,5331.0,88.0,383.5,79.0,
1786935592.4618537,18886.0,5331.0,80.0,382.6,76.0,
1786935593.4835858,18886.0,5331.0,74.0,366.04,78.0,
1786935594.5043025,18886.0,5331.0,86.0,379.37,77.0,
1786935595.525289,18886.0,5331.0,79.0,375.19,78.0,
1786935596.545647,18886.0,5331.0,79.0,356.44,76.0,
1786935597.573007,18886.0,5331.0,80.0,357.78,77.0,
1786935598.5934277,18886.0,5331.0,80.0,396.55,79.0,
1786935599.6130846,18886.0,5331.0,85.0,400.93,76.0,
1786935600.6352692,18886.0,5331.0,81.0,366.13,74.0,
1786935601.6559796,18886.0,5331.0,79.0,373.3,79.0,
1786935602.6763074,18886.0,5331.0,74.0,371.61,79.0,
1786935603.6965702,18886.0,5331.0,79.0,373.97,77.0,
1786935604.7181273,18886.0,5331.0,82.0,393.13,78.0,
1786935605.7402682,18886.0,5331.0,84.0,392.76,81.0,
