ts,memory_used_mib,memory_free_mib,utilization_gpu_pct,power_w,temperature_c,error
1786935449.4791033,3.0,24213.0,100.0,103.32,67.0,
1786935450.4969974,394.0,23823.0,0.0,83.86,65.0,
1786935451.518069,394.0,23823.0,0.0,77.83,64.0,
1786935452.540025,16796.0,7421.0,97.0,71.05,64.0,
1786935453.5618484,16796.0,7421.0,96.0,84.65,64.0,
1786935454.5850496,18686.0,5531.0,1.0,88.18,65.0,
1786935455.6060176,18852.0,5365.0,0.0,92.86,63.0,
1786935456.626231,18878.0,5339.0,61.0,147.03,70.0,
1786935457.646366,18878.0,5339.0,86.0,335.07,72.0,
1786935458.6665394,18878.0,5339.0,80.0,345.42,71.0,
1786935459.6864336,18878.0,5339.0,82.0,358.48,75.0,
1786935460.7067292,18878.0,5339.0,82.0,343.15,71.0,
1786935461.7270188,18882.0,5335.0,74.0,269.04,73.0,
1786935462.7476952,18882.0,5335.0,80.0,349.91,73.0,
1786935463.7671397,18882.0,5335.0,79.0,336.25,73.0,
1786935464.7920394,18882.0,5335.0,80.0,327.97,75.0,
1786935465.812208,18882.0,5335.0,86.0,353.18,73.0,
1786935466.8344371,18882.0,5335.0,83.0,344.91,75.0,
1786935467.8533137,18882.0,5335.0,81.0,350.11,74.0,
1786935468.8742523,18882.0,5335.0,85.0,350.17,74.0,
1786935469.8946936,18882.0,5335.0,80.0,347.48,72.0,
1786935470.9149942,18882.0,5335.0,81.0,343.85,74.0,
1786935471.9348776,18882.0,5335.0,85.0,348.91,74.0,
1786935472.954803,18882.0,5335.0,82.0,362.76,75.0,
1786935473.9744437,18882.0,5335.0,84.0,359.62,75.0,
1786935474.9951363,18882.0,5335.0,82.0,363.83,75.0,
1786935476.0130033,18882.0,5335.0,83.0,359.91,75.0,
1786935477.0324254,18882.0,5335.0,82.0,353.55,76.0,
1786935478.0522442,18882.0,5335.0,77.0,358.03,76.0,
1786935479.0719185,18886.0,5331.0,82.0,273.67,75.0,
1786935480.0916522,18886.0,5331.0,77.0,353.65,75.0,
1786935481.1110494,18886.0,5331.0,80.0,357.26,75.0,
1786935482.1312563,18886.0,5331.0,86.0,351.13,75.0,
1786935483.151818,18886.0,5331.0,80.0,366.01,74.0,
1786935484.1724522,18886.0,5331.0,78.0,344.05,73.0,
1786935485.1924243,18886.0,5331.0,79.0,346.0,77.0,
1786935486.2094784,18886.0,5331.0,81.0,364.4,77.0,
1786935487.2307904,18886.0,5331.0,87.0,383.82,77.0,
1786935488.2516403,18886.0,5331.0,79.0,367.81,75.0,
1786935489.2723541,18886.0,5331.0,85.0,364.77,75.0,
1786935490.292776,18886.0,5331.0,82.0,368.04,76.0,
1786935491.3130565,18886.0,5331.0,86.0,368.83,78.0,
1786935492.3328238,18886.0,5331.0,77.0,364.32,76.0,
1786935493.3530025,18886.0,5331.0,82.0,379.95,79.0,
1786935494.3734713,18886.0,5331.0,76.0,364.49,76.0,
1786935495.3955045,18886.0,5331.0,82.0,366.98,75.0,
1786935496.4135246,18886.0,5331.0,81.0,373.31,78.0,
1786935497.4357502,18886.0,5331.0,83.0,370.17,76.0,
1786935498.4568524,18886.0,5331.0,88.0,385.53,78.0,
1786935499.482365,18886.0,5331.0,85.0,382.36,80.0,
1786935500.5050652,18886.0,5331.0,84.0,412.43,77.0,
1786935501.5251155,18886.0,5331.0,80.0,361.86,76.0,
1786935502.5451348,18886.0,5331.0,83.0,363.99,77.0,
1786935503.5655446,18886.0,5331.0,19.0,300.65,70.0,
1786935504.5873559,18886.0,5331.0,82.0,277.63,73.0,
1786935505.608982,18886.0,5331.0,75.0,340.01,75.0,
1786935506.6298034,18886.0,5331.0,83.0,353.23,75.0,
1786935507.6517217,18886.0,5331.0,74.0,286.33,72.0,
1786935508.674416,18886.0,5331.0,86.0,343.01,75.0,
1786935509.7000554,18886.0,5331.0,84.0,350.01,76.0,
1786935510.7217221,18886.0,5331.0,83.0,364.11,76.0,
1786935511.7442636,18886.0,5331.0,77.0,344.03,75.0,
1786935512.7650049,18886.0,5331.0,73.0,277.87,73.0,
1786935513.7861583,18886.0,5331.0,78.0,355.0,75.0,
1786935514.807402,18886.0,5331.0,80.0,342.45,75.0,
1786935515.8285794,18886.0,5331.0,77.0,336.11,77.0,
1786935516.8494527,18886.0,5331.0,85.0,351.76,74.0,
1786935517.8693922,18886.0,5331.0,85.0,353.29,74.0,
1786935518.8903823,18886.0,5331.0,77.0,341.14,75.0,
1786935519.9171982,18886.0,5331.0,74.0,340.06,77.0,
1786935520.938698,18886.0,5331.0,85.0,340.57,75.0,
1786935521.9605267,18886.0,5331.0,83.0,360.04,76.0,
1786935522.9822767,18886.0,5331.0,86.0,353.97,76.0,
1786935524.0040152,18886.0,5331.0,79.0,363.93,73.0,
1786935525.0254312,18886.0,5331.0,81.0,362.07,74.0,
1786935526.046783,18886.0,5331.0,79.0,352.18,75.0,
1786935527.06997,18886.0,5331.0,83.0,357.75,75.0,
1786935528.095432,18886.0,5331.0,81.0,357.77,76.0,
1786935529.117448,18886.0,5331.0,82.0,361.86,77.0,
1786935530.1400018,18886.0,5331.0,81.0,284.31,75.0,
1786935531.1630187,18886.0,5331.0,78.0,354.32,75.0,
1786935532.1842678,18886.0,5331.0,80.0,361.87,76.0,
1786935533.2061317,18886.0,5331.0,83.0,358.84,73.0,
1786935534.2336755,18886.0,5331.0,78.0,352.86,75.0,
1786935535.256389,18886.0,5331.0,75.0,354.32,75.0,
1786935536.278042,18886.0,5331.0,81.0,349.48,77.0,
1786935537.301331,18886.0,5331.0,78.0,364.67,77.0,
1786935538.3240838,18886.0,5331.0,79.0,367.22,77.0,
1786935539.345797,18886.0,5331.0,85.0,391.72,78.0,
1786935540.370866,18886.0,5331.0,80.0,375.64,76.0,
1786935541.393489,18886.0,5331.0,82.0,372.58,77.0,
1786935542.4204807,18886.0,5331.0,79.0,359.7,76.0,
1786935543.4412704,18886.0,5331.0,86.0,360.34,77.0,
1786935544.4635725,18886.0,5331.0,78.0,368.96,79.0,
1786935545.49094,18886.0,5331.0,73.0,363.66,75.0,
1786935546.5126529,18886.0,5331.0,80.0,350.88,77.0,
1786935547.5352552,18886.0,5331.0,80.0,394.43,80.0,
1786935548.557789,18886.0,5331.0,79.0,371.03,79.0,
1786935549.5822248,18886.0,5331.0,84.0,361.24,78.0,
1786935550.6090953,18886.0,5331.0,85.0,368.98,77.0,
1786935551.630441,18886.0,5331.0,74.0,365.35,78.0,
1786935552.6539211,18886.0,5331.0,82.0,370.24,80.0,
1786935553.6773589,18886.0,5331.0,83.0,393.3,78.0,
1786935554.698161,18886.0,5331.0,84.0,384.17,78.0,
