timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/04/07 00:38:01.676, 94 %, 95 %, 17680 MiB, 24564 MiB, 335.48 W
2026/04/07 00:38:02.676, 94 %, 95 %, 17680 MiB, 24564 MiB, 337.06 W
2026/04/07 00:38:03.677, 94 %, 95 %, 17680 MiB, 24564 MiB, 350.87 W
2026/04/07 00:38:04.679, 94 %, 95 %, 17680 MiB, 24564 MiB, 348.39 W
2026/04/07 00:38:05.680, 0 %, 0 %, 17680 MiB, 24564 MiB, 151.29 W
2026/04/07 00:38:06.680, 0 %, 0 %, 17680 MiB, 24564 MiB, 100.25 W
2026/04/07 00:38:07.680, 94 %, 95 %, 17680 MiB, 24564 MiB, 171.14 W
2026/04/07 00:38:08.681, 94 %, 95 %, 17680 MiB, 24564 MiB, 354.16 W
2026/04/07 00:38:09.681, 94 %, 95 %, 17680 MiB, 24564 MiB, 351.41 W
2026/04/07 00:38:10.682, 94 %, 95 %, 17680 MiB, 24564 MiB, 354.98 W
2026/04/07 00:38:11.682, 94 %, 95 %, 17680 MiB, 24564 MiB, 356.18 W
2026/04/07 00:38:12.682, 92 %, 70 %, 17680 MiB, 24564 MiB, 313.26 W
2026/04/07 00:38:13.683, 94 %, 95 %, 17680 MiB, 24564 MiB, 352.65 W
2026/04/07 00:38:14.683, 94 %, 95 %, 17680 MiB, 24564 MiB, 353.04 W
2026/04/07 00:38:15.683, 94 %, 95 %, 17680 MiB, 24564 MiB, 353.04 W
2026/04/07 00:38:16.684, 94 %, 95 %, 17680 MiB, 24564 MiB, 353.10 W
2026/04/07 00:38:17.685, 0 %, 0 %, 17680 MiB, 24564 MiB, 214.91 W
2026/04/07 00:38:18.685, 0 %, 0 %, 17680 MiB, 24564 MiB, 112.40 W
2026/04/07 00:38:19.685, 93 %, 60 %, 17680 MiB, 24564 MiB, 145.45 W
2026/04/07 00:38:20.686, 94 %, 94 %, 17680 MiB, 24564 MiB, 355.24 W
2026/04/07 00:38:21.686, 94 %, 94 %, 17680 MiB, 24564 MiB, 356.38 W
2026/04/07 00:38:22.686, 94 %, 95 %, 17680 MiB, 24564 MiB, 357.41 W
2026/04/07 00:38:23.687, 94 %, 95 %, 17680 MiB, 24564 MiB, 357.55 W
2026/04/07 00:38:24.687, 0 %, 0 %, 17680 MiB, 24564 MiB, 225.43 W
2026/04/07 00:38:25.687, 0 %, 0 %, 17680 MiB, 24564 MiB, 120.71 W
2026/04/07 00:38:26.688, 0 %, 0 %, 17680 MiB, 24564 MiB, 67.56 W
2026/04/07 00:38:27.688, 0 %, 0 %, 17680 MiB, 24564 MiB, 61.30 W
2026/04/07 00:38:28.688, 0 %, 0 %, 17680 MiB, 24564 MiB, 55.24 W
2026/04/07 00:38:29.689, 0 %, 0 %, 17680 MiB, 24564 MiB, 55.19 W
2026/04/07 00:38:30.689, 0 %, 0 %, 17680 MiB, 24564 MiB, 55.07 W
2026/04/07 00:38:31.689, 0 %, 0 %, 17680 MiB, 24564 MiB, 54.83 W
2026/04/07 00:38:32.690, 0 %, 0 %, 17680 MiB, 24564 MiB, 54.71 W
2026/04/07 00:38:33.690, 0 %, 0 %, 17680 MiB, 24564 MiB, 54.52 W
2026/04/07 00:38:34.690, 0 %, 0 %, 17680 MiB, 24564 MiB, 54.40 W
2026/04/07 00:38:35.691, 0 %, 0 %, 17680 MiB, 24564 MiB, 54.28 W
2026/04/07 00:38:36.691, 74 %, 74 %, 17680 MiB, 24564 MiB, 168.91 W
2026/04/07 00:38:37.692, 0 %, 0 %, 17680 MiB, 24564 MiB, 110.20 W
2026/04/07 00:38:38.692, 0 %, 0 %, 17680 MiB, 24564 MiB, 67.32 W
2026/04/07 00:38:39.692, 0 %, 0 %, 17680 MiB, 24564 MiB, 60.66 W
2026/04/07 00:38:40.693, 0 %, 0 %, 17680 MiB, 24564 MiB, 54.10 W
2026/04/07 00:38:41.693, 0 %, 0 %, 17680 MiB, 24564 MiB, 53.83 W
2026/04/07 00:38:42.693, 0 %, 0 %, 17680 MiB, 24564 MiB, 53.64 W
2026/04/07 00:38:43.694, 0 %, 0 %, 17680 MiB, 24564 MiB, 53.59 W
2026/04/07 00:38:44.694, 0 %, 0 %, 17680 MiB, 24564 MiB, 53.55 W
2026/04/07 00:38:45.694, 0 %, 0 %, 17680 MiB, 24564 MiB, 53.53 W
2026/04/07 00:38:46.695, 0 %, 0 %, 17680 MiB, 24564 MiB, 53.42 W
2026/04/07 00:38:47.695, 0 %, 0 %, 17680 MiB, 24564 MiB, 53.33 W
2026/04/07 00:38:48.695, 0 %, 0 %, 17680 MiB, 24564 MiB, 53.36 W
2026/04/07 00:38:49.696, 0 %, 0 %, 17680 MiB, 24564 MiB, 53.39 W
2026/04/07 00:38:50.696, 6 %, 0 %, 762 MiB, 24564 MiB, 53.36 W
2026/04/07 00:38:51.697, 0 %, 0 %, 394 MiB, 24564 MiB, 68.40 W
2026/04/07 00:38:52.697, 0 %, 0 %, 394 MiB, 24564 MiB, 68.65 W
2026/04/07 00:38:53.697, 0 %, 0 %, 394 MiB, 24564 MiB, 68.68 W
2026/04/07 00:38:54.697, 0 %, 0 %, 394 MiB, 24564 MiB, 56.47 W
