ts,memory_used_mib,memory_free_mib,utilization_gpu_pct,power_w,temperature_c,error
1786935413.316847,18732.0,5485.0,80.0,343.77,75.0,
1786935414.3378167,18732.0,5485.0,78.0,353.5,75.0,
1786935415.3612201,18732.0,5485.0,86.0,360.16,76.0,
1786935416.38236,18732.0,5485.0,76.0,359.36,77.0,
1786935417.4081433,18732.0,5485.0,83.0,355.66,76.0,
1786935418.4303095,18732.0,5485.0,82.0,368.36,76.0,
1786935419.451829,18732.0,5485.0,86.0,366.84,77.0,
1786935420.472367,18732.0,5485.0,72.0,285.58,72.0,
1786935421.493994,18732.0,5485.0,79.0,356.54,76.0,
1786935422.5160813,18732.0,5485.0,76.0,349.65,74.0,
1786935423.5378127,18732.0,5485.0,84.0,347.76,76.0,
1786935424.5612702,18732.0,5485.0,79.0,362.66,76.0,
1786935425.5791562,18732.0,5485.0,86.0,358.63,75.0,
1786935426.6059759,18732.0,5485.0,82.0,354.6,77.0,
1786935427.6289682,18732.0,5485.0,80.0,373.38,77.0,
1786935428.650151,18732.0,5485.0,78.0,381.66,77.0,
1786935429.6730697,18732.0,5485.0,85.0,392.46,77.0,
1786935430.6934114,18732.0,5485.0,80.0,366.86,78.0,
1786935431.713521,18732.0,5485.0,81.0,373.55,77.0,
1786935432.7378557,18732.0,5485.0,80.0,358.95,77.0,
1786935433.764447,18732.0,5485.0,84.0,361.15,75.0,
1786935434.7857966,18732.0,5485.0,80.0,355.5,76.0,
1786935435.8316967,18732.0,5485.0,80.0,366.0,80.0,
1786935436.8529372,18732.0,5485.0,90.0,410.94,80.0,
1786935437.8748953,18732.0,5485.0,83.0,371.4,75.0,
1786935438.8969078,18732.0,5485.0,90.0,384.08,80.0,
1786935439.922908,18732.0,5485.0,81.0,375.86,76.0,
1786935440.9496996,18732.0,5485.0,79.0,375.9,78.0,
1786935441.9742203,18732.0,5485.0,80.0,354.31,76.0,
1786935443.001256,18732.0,5485.0,74.0,361.6,79.0,
1786935444.0230873,18732.0,5485.0,84.0,376.77,78.0,
1786935445.0453968,18732.0,5485.0,85.0,380.78,79.0,
1786935446.0671322,18732.0,5485.0,71.0,378.34,78.0,
1786935447.0896387,18732.0,5485.0,85.0,410.59,79.0,
1786935448.1134071,18732.0,5485.0,76.0,375.6,77.0,
