ts,memory_used_mib,memory_free_mib,utilization_gpu_pct,power_w,temperature_c,error
1786935291.6538332,3.0,24213.0,94.0,274.45,68.0,
1786935292.6747844,394.0,23823.0,0.0,85.06,66.0,
1786935293.694241,394.0,23823.0,0.0,79.4,64.0,
1786935294.715277,16796.0,7421.0,95.0,69.05,64.0,
1786935295.7355525,16796.0,7421.0,96.0,84.37,64.0,
1786935296.7557933,18258.0,5959.0,2.0,81.76,67.0,
1786935297.778442,18700.0,5517.0,0.0,92.33,63.0,
1786935298.8037152,18724.0,5493.0,75.0,143.98,71.0,
1786935299.8244116,18724.0,5493.0,80.0,337.06,73.0,
1786935300.8441076,18724.0,5493.0,78.0,350.87,72.0,
1786935301.894075,18724.0,5493.0,76.0,335.39,73.0,
1786935302.9163928,18724.0,5493.0,81.0,338.22,73.0,
1786935303.9411006,18728.0,5489.0,74.0,269.24,72.0,
1786935304.9629827,18728.0,5489.0,81.0,349.54,73.0,
1786935305.984263,18728.0,5489.0,89.0,344.04,74.0,
1786935307.0080996,18728.0,5489.0,75.0,346.04,75.0,
1786935308.028831,18728.0,5489.0,76.0,336.99,73.0,
1786935309.049776,18728.0,5489.0,74.0,357.56,74.0,
1786935310.0723352,18728.0,5489.0,84.0,356.45,74.0,
1786935311.0935032,18728.0,5489.0,83.0,349.84,72.0,
1786935312.118884,18728.0,5489.0,78.0,347.61,74.0,
1786935313.1409824,18728.0,5489.0,76.0,339.67,74.0,
1786935314.1619678,18728.0,5489.0,84.0,353.35,74.0,
1786935315.1847646,18728.0,5489.0,77.0,345.15,77.0,
1786935316.2060804,18728.0,5489.0,85.0,364.91,77.0,
1786935317.2281902,18728.0,5489.0,79.0,356.79,76.0,
1786935318.2508411,18728.0,5489.0,75.0,344.29,75.0,
1786935319.2774987,18728.0,5489.0,81.0,360.41,77.0,
1786935320.3059258,18728.0,5489.0,85.0,353.53,75.0,
1786935321.3286204,18732.0,5485.0,84.0,276.31,75.0,
1786935322.3513396,18732.0,5485.0,79.0,353.4,75.0,
1786935323.3761308,18732.0,5485.0,80.0,351.51,73.0,
1786935324.3980315,18732.0,5485.0,83.0,351.11,77.0,
1786935325.419167,18732.0,5485.0,76.0,357.65,74.0,
1786935326.4412665,18732.0,5485.0,81.0,353.36,75.0,
1786935327.461559,18732.0,5485.0,79.0,357.9,77.0,
1786935328.4849935,18732.0,5485.0,85.0,379.34,75.0,
1786935329.505607,18732.0,5485.0,83.0,387.7,78.0,
1786935330.527926,18732.0,5485.0,84.0,394.98,78.0,
1786935331.5533168,18732.0,5485.0,84.0,367.43,75.0,
1786935332.5757024,18732.0,5485.0,80.0,353.89,76.0,
1786935333.5963547,18732.0,5485.0,83.0,353.74,76.0,
1786935334.6468515,18732.0,5485.0,80.0,378.69,76.0,
1786935335.6737428,18732.0,5485.0,81.0,360.33,76.0,
1786935336.6972558,18732.0,5485.0,81.0,367.02,77.0,
1786935337.7188394,18732.0,5485.0,86.0,396.1,78.0,
1786935338.741604,18732.0,5485.0,90.0,403.11,79.0,
1786935339.765661,18732.0,5485.0,81.0,382.1,79.0,
1786935340.7922173,18732.0,5485.0,82.0,368.21,79.0,
1786935341.8130412,18732.0,5485.0,89.0,378.78,75.0,
1786935342.8350096,18732.0,5485.0,86.0,390.35,79.0,
1786935343.8572173,18732.0,5485.0,86.0,396.83,76.0,
1786935344.8785355,18732.0,5485.0,88.0,377.72,79.0,
1786935345.9003897,18732.0,5485.0,83.0,389.55,75.0,
1786935346.9235125,18732.0,5485.0,84.0,383.15,75.0,
1786935347.950746,18732.0,5485.0,70.0,290.27,76.0,
1786935348.9738407,18732.0,5485.0,79.0,295.26,75.0,
1786935349.997827,18732.0,5485.0,80.0,341.15,76.0,
1786935351.0233247,18732.0,5485.0,84.0,359.42,75.0,
1786935352.0482354,18732.0,5485.0,80.0,272.06,74.0,
1786935353.0718985,18732.0,5485.0,85.0,347.49,75.0,
1786935354.0959048,18732.0,5485.0,74.0,352.13,75.0,
1786935355.1108081,18732.0,5485.0,81.0,344.45,75.0,
1786935356.1305285,18732.0,5485.0,84.0,347.82,74.0,
1786935357.14989,18732.0,5485.0,80.0,276.35,76.0,
1786935358.1704693,18732.0,5485.0,82.0,361.11,74.0,
1786935359.1905413,18732.0,5485.0,79.0,355.96,73.0,
1786935360.210288,18732.0,5485.0,74.0,344.57,77.0,
1786935361.230409,18732.0,5485.0,76.0,356.5,78.0,
1786935362.2507844,18732.0,5485.0,80.0,362.08,77.0,
1786935363.2706676,18732.0,5485.0,78.0,358.74,75.0,
1786935364.2905324,18732.0,5485.0,75.0,350.83,75.0,
1786935365.3090603,18732.0,5485.0,78.0,346.25,75.0,
1786935366.328491,18732.0,5485.0,74.0,334.19,75.0,
1786935367.3482203,18732.0,5485.0,77.0,354.56,75.0,
1786935368.367674,18732.0,5485.0,78.0,348.71,75.0,
1786935369.3870265,18732.0,5485.0,85.0,370.28,75.0,
1786935370.4071217,18732.0,5485.0,78.0,347.2,75.0,
1786935371.426768,18732.0,5485.0,81.0,359.67,78.0,
1786935372.4469926,18732.0,5485.0,84.0,377.5,76.0,
1786935373.466811,18732.0,5485.0,16.0,299.93,73.0,
1786935374.4865735,18732.0,5485.0,78.0,330.11,75.0,
1786935375.504967,18732.0,5485.0,76.0,354.35,76.0,
1786935376.5680494,18732.0,5485.0,81.0,343.92,76.0,
1786935377.58891,18732.0,5485.0,80.0,366.18,75.0,
1786935378.6086802,18732.0,5485.0,74.0,351.42,77.0,
1786935379.6285357,18732.0,5485.0,86.0,357.49,76.0,
1786935380.6485474,18732.0,5485.0,86.0,375.33,77.0,
1786935381.6678221,18732.0,5485.0,83.0,378.29,78.0,
1786935382.688251,18732.0,5485.0,75.0,381.53,76.0,
1786935383.7075973,18732.0,5485.0,80.0,359.66,73.0,
1786935384.727411,18732.0,5485.0,79.0,357.42,77.0,
1786935385.7473688,18732.0,5485.0,81.0,374.42,76.0,
1786935386.7681177,18732.0,5485.0,79.0,347.97,77.0,
1786935387.7861419,18732.0,5485.0,85.0,362.8,75.0,
1786935388.8072581,18732.0,5485.0,83.0,372.8,78.0,
1786935389.8280103,18732.0,5485.0,82.0,402.8,79.0,
1786935390.8489547,18732.0,5485.0,84.0,392.19,77.0,
1786935391.8702054,18732.0,5485.0,83.0,395.71,75.0,
1786935392.8956447,18732.0,5485.0,83.0,358.95,77.0,
1786935393.9163795,18732.0,5485.0,80.0,356.55,78.0,
1786935394.9369624,18732.0,5485.0,80.0,397.14,77.0,
1786935395.9570608,18732.0,5485.0,78.0,381.64,79.0,
1786935396.9776282,18732.0,5485.0,80.0,380.55,76.0,
1786935397.9998574,18732.0,5485.0,85.0,360.94,75.0,
1786935399.0201573,18732.0,5485.0,77.0,271.29,77.0,
1786935400.0411892,18732.0,5485.0,78.0,350.15,76.0,
1786935401.0613267,18732.0,5485.0,84.0,351.52,76.0,
1786935402.081268,18732.0,5485.0,76.0,347.95,73.0,
1786935403.1012905,18732.0,5485.0,20.0,301.91,68.0,
1786935404.1220238,18732.0,5485.0,83.0,312.39,76.0,
1786935405.1443832,18732.0,5485.0,86.0,357.78,75.0,
1786935406.1661422,18732.0,5485.0,86.0,355.06,76.0,
1786935407.1910653,18732.0,5485.0,80.0,347.67,75.0,
1786935408.2119694,18732.0,5485.0,84.0,357.9,75.0,
1786935409.232341,18732.0,5485.0,85.0,349.8,76.0,
1786935410.2526302,18732.0,5485.0,79.0,356.98,75.0,
1786935411.2720766,18732.0,5485.0,81.0,347.17,76.0,
1786935412.2937386,18732.0,5485.0,74.0,342.61,76.0,
